order_id,id_,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,hoja_origen,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes
49868,08dba357-5e18-4a4e-bb66-c96430bba49e,P0038,9-octubre-2025,2,"23,01",0.0,"46,02",Tarjeta de credito,0,5.0,no,App movil,2025,Ropa,Camiseta Vantia Pro,Vantia,"22,67","42,57",6.42,Distribuidora Iberia,368,2-noviembre-2023,3.54,41.0,Casado,basico,51330,0.0,0.0,1-septiembre-2018,Sevilla,Sur,39.989,-4.16,Recurrente,11
49869,ccd1ca7e-32df-4638-8dba-f51a0d9bfa05,P0033,29-noviembre-2025,5,"54,00",0.15,"229,49",paypal,1,,NO,Web,2025,Hogar,Silla Nova Max,Nova,"6,78","11,26",10.56,Comercial Atlas,444,19-enero-2021,3.5,34.0,divorciado,grado universitario,58584,1.0,0.0,15-junio-2018,Bilbao,Norte,42.458,0.296,Recurrente,12
49870,ae24202b-bc10-4e90-9f8f-c4409ab91ea1,P0040,12-junio-2025,2,"39,07",0.05,"74,23",Tarjeta de credito,0,5.0,no,App movil,2025,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,26.0,Casado,grado universitario,42389,0.0,0.0,8-agosto-2022,Barcelona,Este,38.438,-2.37,Nuevo,9
49871,2bafca2e-d334-430a-ad18-b9e693f2fa54,P0050,31-marzo-2025,3,"22,67",0.0,"68,00",Tarjeta de debito,0,5.0,si,Tienda fisica,2025,Ropa,Vestido Lumen Pro,Lumen,"44,64","72,23",0.69,Comercial Atlas,335,26-mayo-2022,4.72,41.0,CASADO,grado universitario,64688,0.0,1.0,14-julio-2018,Valencia,Este,40.938,-3.845,VIP,9
49872,07c141f7-553a-4c43-b646-9d2d28f95fd3,P0081,21-junio-2025,2,"38,07",0.15,"64,72",Tarjeta de debito,0,1.0,NO,Web,2025,Libros,Ensayo Norte&Co Max,Norte&Co,"79,32","110,99",2.28,Global Supply SL,339,23-agosto-2019,2.63,54.0,Casado,grado universitario,39742,0.0,0.0,9-diciembre-2018,Sevilla,Sur,37.318,-3.546,Nuevo,9
49873,12165c8b-e87b-4452-8229-8e935d58544f,P0044,9-marzo-2025,5,"76,81",0.0,"384,04",PayPal,0,4.0,NO,Marketplace,2025,Ropa,Chaqueta Zentra Pro,Zentra,"43,15","78,75",9.39,Global Supply SL,144,27-octubre-2023,3.08,34.0,Soltero,doctorado,30391,1.0,0.0,18-noviembre-2020,Madrid,Centro,37.375,1.549,VIP,5
49874,03672728-de40-4719-9011-984ba6501757,P0023,29-septiembre-2025,1,"103,06",0.05,"97,90",tarjeta de credito,0,5.0,NO,Web,2025,Hogar,Cafetera Nova Pro,Nova,"12,56","24,24",6.49,Comercial Atlas,200,1-septiembre-2022,4.84,27.0,soltero,grado universitario,46173,,0.0,28-marzo-2022,Vigo,Norte,37.183,-0.834,Nuevo,8
49875,7a2c9bef-46fe-4859-8986-436ae5dad95e,P0084,23-abril-2025,4,"16,21",0.1,"58,37",CONTRAREEMBOLSO,0,5.0,NO,Web,2025,Libros,Biografia Nova Max,Nova,"15,12","22,78",10.89,Global Supply SL,154,12-mayo-2023,4.74,40.0,CASADO,master,28978,0.0,0.0,2-febrero-2021,Malaga,Sur,40.591,-1.589,Recurrente,13
49876,d2141e6f-9cce-4792-933c-eb5b45a8c6b5,P0052,3-noviembre-2025,1,"37,85",0.0,"37,85",tarjeta de credito,0,4.0,no,Web,2025,Ropa,Gorra Kore Basic,Kore,"7,58","12,24",8.29,Global Supply SL,282,22-mayo-2019,4.95,34.0,casado,grado universitario,26860,1.0,1.0,30-noviembre-2019,Barcelona,Este,43.238,-8.444,Nuevo,9
49877,016bc239-7c59-457f-b29a-c6fb1af2da11,P0082,21-octubre-2025,5,"32,46",0.05,"154,18",Tarjeta de debito,1,,NO,App movil,2025,Libros,Biografia Zentra Basic,Zentra,"7,00","12,59",4.19,Norte Logistica,441,23-febrero-2021,4.61,18.0,CASADO,master,32740,0.0,0.0,29-julio-2020,Sevilla,Sur,36.07,-3.682,Recurrente,9
49878,dc7bc79a-18d0-47d3-875e-ed22955a7ea2,P0002,25-octubre-2025,1,"33,73",0.2,"26,98",TARJETA DE CREDITO,0,4.0,NO,Tienda fisica,2025,Electronica,Auriculares Urbanix Pro,Urbanix,"47,97","77,93",11.86,Global Supply SL,392,8-marzo-2019,3.29,45.0,casado,master,25609,1.0,0.0,18-mayo-2021,Valencia,Este,39.208,-2.752,Nuevo,11
49879,45931560-9b25-4f9c-b9a8-9e6c16cbd5c5,P0057,18-julio-2025,4,"144,71",0.05,"549,90",Transferencia,0,5.0,NO,Tienda fisica,2025,Deporte,Balon Kore Max,Kore,"13,36","26,72",9.0,Global Supply SL,460,12-diciembre-2020,3.49,30.0,SOLTERO,basico,42989,1.0,0.0,4-febrero-2020,Sevilla,Sur,41.274,1.193,Recurrente,6
49880,c10bb3a6-7dc4-41ca-8af6-5d0a58dca6a5,P0027,28-enero-2025,2,"67,39",0.0,"134,77",paypal,0,4.0,no,Tienda fisica,2025,Hogar,Sarten Urbanix Max,Urbanix,"13,51","20,31",2.2,Global Supply SL,309,18-mayo-2021,3.36,57.0,casado,bachillerato,79467,,1.0,27-noviembre-2022,Vigo,Norte,39.307,-6.641,Recurrente,4
49881,5c3e5ac5-715e-450d-adbe-45392d5947ab,P0028,24-junio-2025,3,"29,30",0.0,"87,90",Transferencia,1,4.0,NO,App movil,2025,Hogar,Lampara Vantia Basic,Vantia,"8,20","14,22",9.66,Comercial Atlas,165,13-abril-2024,2.86,43.0,soltero,bachillerato,33829,1.0,0.0,30-noviembre-2020,Bilbao,Norte,38.74,-5.376,Recurrente,12
49882,37b68bb1-9633-414d-af60-772449b3fa37,P0086,17-agosto-2025,1,"85,70",0.0,"85,70",transferencia,0,4.0,SI,App movil,2025,Libros,Manual Vantia Pro,Vantia,"26,68","58,69",9.57,Norte Logistica,177,7-marzo-2023,2.97,44.0,CASADO,bachillerato,50565,1.0,0.0,24-junio-2018,Vigo,Norte,40.459,0.799,Recurrente,18
49883,de92d7f6-0e41-4b05-9138-7ff692bbc165,P0040,1-septiembre-2025,1,"90,63",0.1,"81,57",Tarjeta de credito,0,4.0,no,Marketplace,2025,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,35.0,Soltero,bachillerato,27471,1.0,0.0,2-agosto-2021,Murcia,Sur,39.86,0.045,Corporativo,10
49884,807e6f65-ee08-4e4b-89b8-9400bd7a993f,P0029,27-noviembre-2025,1,"73,14",0.2,"58,51",TARJETA DE CREDITO,0,5.0,NO,Web,2025,Hogar,Lampara Nova Pro,Nova,"42,03","60,31",7.27,Comercial Atlas,396,15-febrero-2024,,28.0,DIVORCIADO,bachillerato,23214,0.0,1.0,19-octubre-2021,Barcelona,Este,36.138,-5.739,VIP,6
49885,88ef2aad-9b9d-480c-a781-be4ce0b24689,P0031,5-noviembre-2025,1,"55,72",0.1,"50,14",tarjeta de credito,0,5.0,NO,Web,2025,Hogar,Silla Vantia Basic,Vantia,"41,97","67,50",8.58,Comercial Atlas,301,25-julio-2022,3.28,45.0,soltero,,42756,1.0,0.0,22-julio-2018,Zaragoza,Centro,39.976,-6.378,Recurrente,14
49886,53c2ce74-ebf6-4116-b907-18e56a23b847,P0016,1-noviembre-2025,2,"41,41",0.0,"82,83",CONTRAREEMBOLSO,1,4.0,NO,Web,2025,Electronica,Camara Norte&Co Basic,Norte&Co,"54,61","107,04",5.5,Distribuidora Iberia,167,6-marzo-2021,2.69,44.0,casado,bachillerato,65226,0.0,1.0,24-octubre-2018,Valencia,Este,39.922,-1.993,VIP,5
49887,3bbaaf41-4b11-4c04-851c-507040022b3d,P0017,20-julio-2025,2,"8,98",0.1,"16,17",contrareembolso,1,3.0,no,App movil,2025,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,49.0,CASADO,master,60631,0.0,0.0,3-julio-2019,Barcelona,Este,39.598,1.032,VIP,9
49888,49967002-d01e-46be-85d6-df72b51cfcf2,P0026,27-octubre-2025,4,"37,30",0.1,"134,28",Tarjeta de credito,0,3.0,NO,Marketplace,2025,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,47.0,Soltero,grado universitario,59560,1.0,0.0,4-noviembre-2020,Malaga,Sur,37.468,-3.556,Recurrente,10
49889,9cf37750-6b61-443b-8390-981a0ebb5f9f,P0081,15-enero-2025,4,"6,77",0.0,"27,10",PAYPAL,1,,NO,Tienda fisica,2025,Libros,Ensayo Norte&Co Max,Norte&Co,"79,32","110,99",2.28,Global Supply SL,339,23-agosto-2019,2.63,42.0,Soltero,bachillerato,42986,0.0,0.0,24-mayo-2020,Granada,Sur,39.377,-6.441,VIP,6
49890,9ecfe1d3-599d-4680-a506-4b54d5f2dc3b,P0035,8-febrero-2025,4,"39,27",0.15,"133,51",Tarjeta de credito,0,4.0,no,App movil,2025,Hogar,Estanteria Vantia Pro,Vantia,"39,24","80,25",1.56,Distribuidora Iberia,181,18-febrero-2023,4.9,56.0,Casado,master,39369,1.0,1.0,28-noviembre-2022,Valencia,Este,42.251,0.025,Recurrente,7
49891,44e30fed-0b4e-4723-ba24-edd487926c50,P0036,23-febrero-2025,1,"100,70",0.0,"100,70",Tarjeta de debito,1,3.0,no,Marketplace,2025,Hogar,Estanteria Norte&Co Max,Norte&Co,"14,61","31,58",7.15,Norte Logistica,409,9-enero-2019,4.82,28.0,CASADO,bachillerato,25821,1.0,1.0,18-junio-2022,Madrid,Centro,38.769,0.504,Nuevo,5
49892,56eeef1f-cc98-4b47-90fc-d0934f6409f8,P0059,11-marzo-2025,1,"65,19",0.0,"65,19",Tarjeta de credito,0,4.0,si,Web,2025,Deporte,Mancuernas Nova Pro,Nova,"34,03","51,28",8.43,Norte Logistica,25,30-abril-2024,3.54,41.0,CASADO,grado universitario,62695,0.0,0.0,26-octubre-2019,Malaga,Sur,41.789,2.865,Corporativo,10
49893,0df352ab-fced-4b8d-a5ab-6341fc32f1c9,P0026,14-octubre-2025,1,"45,52",0.05,"43,24",PAYPAL,1,,no,App movil,2025,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,38.0,Casado,grado universitario,45200,1.0,0.0,22-mayo-2021,Bilbao,Norte,39.165,-5.52,VIP,8
49894,e9f8d6a1-17d2-40e7-ba2e-772b6b823383,P0076,13-septiembre-2025,1,"59,16",0.0,"59,16",tarjeta de credito,0,1.0,NO,Tienda fisica,2025,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,40.0,Soltero,basico,33578,1.0,0.0,10-diciembre-2021,Zaragoza,Centro,36.275,-1.858,Recurrente,13
49895,9f68f3af-25f5-4ca9-88c6-550f6c484d84,P0088,15-diciembre-2025,5,"112,96",0.0,"564,78",transferencia,1,4.0,NO,Marketplace,2025,Libros,Poesia Lumen Basic,Lumen,"14,28","22,58",11.79,Norte Logistica,214,4-diciembre-2019,2.82,26.0,Casado,basico,41337,1.0,0.0,12-noviembre-2019,Zaragoza,Centro,36.692,-2.038,Recurrente,13
49896,401483f7-c051-4f8d-a73e-a8d8ba1044f2,P0033,9-julio-2025,1,"47,31",0.0,"47,31",paypal,0,2.0,NO,Web,2025,Hogar,Silla Nova Max,Nova,"6,78","11,26",10.56,Comercial Atlas,444,19-enero-2021,3.5,40.0,casado,master,27653,0.0,1.0,30-septiembre-2018,Madrid,Centro,39.101,-8.684,Recurrente,9
49897,4ea56c1b-9151-48b9-94f7-f6727b724f62,P0088,17-septiembre-2025,4,"156,92",0.0,"627,67",Transferencia,0,4.0,no,Tienda fisica,2025,Libros,Poesia Lumen Basic,Lumen,"14,28","22,58",11.79,Norte Logistica,214,4-diciembre-2019,2.82,38.0,Casado,grado universitario,34462,1.0,0.0,22-agosto-2020,Madrid,Centro,39.814,-0.637,Nuevo,11
49898,a2d8f297-6588-4413-bb92-f55319e0d0bb,P0033,12-mayo-2025,1,"44,29",0.05,"42,07",PAYPAL,1,4.0,no,Tienda fisica,2025,Hogar,Silla Nova Max,Nova,"6,78","11,26",10.56,Comercial Atlas,444,19-enero-2021,3.5,47.0,soltero,grado universitario,33191,1.0,1.0,25-septiembre-2019,Zaragoza,Centro,41.722,-5.577,Recurrente,6
49899,41a1659a-cc1d-4a4e-bb2c-99b913563530,P0025,3-febrero-2025,1,"29,04",0.15,"24,69",contrareembolso,0,,si,Web,2025,Hogar,Sarten Kore Basic,Kore,"22,51","33,31",5.34,Comercial Atlas,52,24-enero-2019,3.63,49.0,soltero,basico,36736,0.0,0.0,9-abril-2018,Vigo,Norte,37.797,-3.392,Nuevo,8
49900,c17e4f58-c7bd-482f-a062-7249199bed92,P0038,10-noviembre-2025,2,"46,08",0.0,"92,15",PAYPAL,0,2.0,no,App movil,2025,Ropa,Camiseta Vantia Pro,Vantia,"22,67","42,57",6.42,Distribuidora Iberia,368,2-noviembre-2023,3.54,34.0,SOLTERO,grado universitario,57949,,0.0,26-marzo-2020,Malaga,Sur,36.649,-2.865,Corporativo,10
49901,b46c6d6c-b9ba-49de-88c5-bbc39856b743,P0018,30-junio-2025,3,"14,08",0.1,"38,01",tarjeta de credito,0,,NO,Web,2025,Electronica,Camara Kore Max,Kore,"55,21","113,73",3.38,Norte Logistica,429,20-junio-2020,3.14,38.0,Casado,grado universitario,55215,1.0,0.0,30-septiembre-2019,Malaga,Sur,38.797,-5.843,Recurrente,7
49902,c114865b-4dad-43e6-bbbb-bbd5852201a4,P0013,10-mayo-2025,2,"18,61",0.05,"35,37",tarjeta de debito,0,,no,App movil,2025,Electronica,Smartwatch Prisma Basic,Prisma,"23,15","46,14",7.79,Norte Logistica,52,16-febrero-2021,3.56,43.0,Casado,bachillerato,46778,1.0,0.0,21-agosto-2019,Murcia,Sur,39.291,-6.707,Nuevo,7
49903,c7d8a770-0eaa-42de-9eae-e1ef1af879f1,P0017,14-abril-2025,2,"20,87",0.0,"41,74",contrareembolso,0,4.0,no,App movil,2025,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,,Soltero,basico,28791,1.0,0.0,19-septiembre-2018,Murcia,Sur,39.832,-2.442,Recurrente,8
49904,2a7ace35-52d3-4690-8dbf-5fd6eba01d14,P0012,25-enero-2025,2,"31,81",0.15,"54,07",transferencia,0,4.0,no,App movil,2025,Electronica,Tablet Nova Max,Nova,"52,99","69,30",9.28,Global Supply SL,88,6-junio-2019,3.92,44.0,DIVORCIADO,master,21824,0.0,0.0,8-febrero-2019,Madrid,Centro,38.556,-3.936,Recurrente,8
49905,2706e4af-bac3-499a-bda2-8890c369a8f8,P0024,4-agosto-2025,1,"47,34",0.05,"44,97",paypal,0,5.0,no,Web,2025,Hogar,Cafetera Zentra Max,Zentra,"13,33","25,20",0.76,Distribuidora Iberia,20,26-octubre-2021,4.1,40.0,soltero,master,24911,0.0,0.0,2-noviembre-2020,Barcelona,Este,36.486,-2.197,Recurrente,10
49906,9c307f34-d6ee-45a9-980d-ef05a0180c62,P0081,11-abril-2025,1,"110,09",0.15,"93,57",paypal,0,4.0,no,Tienda fisica,2025,Libros,Ensayo Norte&Co Max,Norte&Co,"79,32","110,99",2.28,Global Supply SL,339,23-agosto-2019,2.63,42.0,soltero,bachillerato,43006,1.0,1.0,4-noviembre-2021,Bilbao,Norte,42.434,0.431,Corporativo,11
49907,2b41919e-65ea-4947-9ace-154d203356fa,P0082,29-enero-2025,2,"78,97",0.0,"157,93",PayPal,0,5.0,NO,Web,2025,Libros,Biografia Zentra Basic,Zentra,"7,00","12,59",4.19,Norte Logistica,441,23-febrero-2021,4.61,34.0,Casado,bachillerato,39510,1.0,1.0,27-septiembre-2018,Vigo,Norte,40.403,-5.252,Recurrente,11
49908,8cf7072b-5372-4cb6-9c51-c4a6f142f40f,P0034,30-agosto-2025,1,"75,38",0.2,"60,31",PAYPAL,1,4.0,NO,Marketplace,2025,Hogar,Estanteria Nova Basic,Nova,"13,94","26,26",5.83,Comercial Atlas,197,24-septiembre-2023,3.68,30.0,divorciado,grado universitario,28991,1.0,0.0,5-junio-2021,Sevilla,Sur,42.072,-3.152,Nuevo,5
49909,874a4c1d-cac3-45c1-a67a-bb2325c8f4ea,P0076,20-febrero-2025,1,"47,44",0.3,"33,21",transferencia,1,,no,App movil,2025,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,24.0,CASADO,master,33235,1.0,0.0,30-julio-2020,Barcelona,Este,36.076,-6.796,Recurrente,8
49910,e9cda8f9-baff-440d-8dd9-6672dbc9328c,P0043,15-diciembre-2025,3,"52,65",0.1,"142,16",Tarjeta de credito,0,4.0,no,Web,2025,Ropa,Chaqueta Kore Basic,Kore,"33,61","47,03",2.94,Comercial Atlas,39,28-julio-2022,2.97,53.0,Divorciado,bachillerato,21423,0.0,0.0,28-julio-2020,Vigo,Norte,37.933,-4.091,Corporativo,11
49911,0d9a7bf5-03ea-40fe-91cb-ec5e7e8d0c22,P0079,25-octubre-2025,2,"46,53",0.15,"79,10",CONTRAREEMBOLSO,0,5.0,NO,Tienda fisica,2025,Libros,Ensayo Urbanix Basic,Urbanix,"24,21","48,33",4.65,Comercial Atlas,402,23-septiembre-2022,4.84,24.0,CASADO,,22434,1.0,0.0,5-noviembre-2021,Vigo,Norte,42.814,-6.136,Nuevo,8
49912,66f04597-671f-4c9a-ae53-9a660a7955ed,P0075,14-junio-2025,2,"72,07",0.05,"136,93",Tarjeta de credito,0,4.0,NO,Web,2025,Libros,Novela Urbanix Max,Urbanix,"29,98","39,74",10.5,Comercial Atlas,79,28-enero-2019,2.66,38.0,Soltero,bachillerato,30218,1.0,0.0,2-marzo-2020,Murcia,Sur,37.089,-8.167,VIP,8
49913,e7a07276-1f8a-48cd-8732-6ddaab6dedd8,P0045,15-agosto-2025,1,"43,80",0.05,"41,61",TARJETA DE CREDITO,0,4.0,no,Marketplace,2025,Ropa,Chaqueta Norte&Co Max,Norte&Co,"26,67","38,64",3.97,Distribuidora Iberia,321,16-junio-2019,4.69,18.0,divorciado,grado universitario,39813,0.0,0.0,19-agosto-2019,Sevilla,Sur,40.839,-1.338,Nuevo,9
49914,9f44119c-edf3-43c7-a573-25caf009fd13,P0032,4-julio-2025,2,"104,43",0.1,"187,98",tarjeta de debito,0,5.0,SI,Web,2025,Hogar,Silla Norte&Co Pro,Norte&Co,"80,42","136,88",1.15,Norte Logistica,217,19-julio-2023,3.63,27.0,soltero,basico,31879,1.0,0.0,22-julio-2020,Murcia,Sur,43.039,-2.338,Nuevo,10
49915,8c3cea2a-f788-4edf-b874-39ff1764d1cf,P0034,30-enero-2025,3,"43,85",0.05,"124,96",paypal,0,5.0,no,Tienda fisica,2025,Hogar,Estanteria Nova Basic,Nova,"13,94","26,26",5.83,Comercial Atlas,197,24-septiembre-2023,3.68,41.0,Divorciado,bachillerato,38905,1.0,1.0,8-septiembre-2022,Valencia,Este,39.301,-8.598,Recurrente,5
49916,634f7fe3-d5e4-4f16-b716-8afe03deefb3,P0047,18-octubre-2025,1,"65,04",0.0,"65,04",Tarjeta de credito,1,,no,Tienda fisica,2025,Ropa,Zapatillas Nova Pro,Nova,"80,97","119,17",11.8,Distribuidora Iberia,181,22-octubre-2020,4.27,32.0,casado,bachillerato,81045,,0.0,29-enero-2020,Valencia,Este,37.675,-2.46,Nuevo,10
49917,96cec8f1-301f-4c3b-bf6f-0728ced421f8,P0080,7-diciembre-2025,5,"48,81",0.1,"219,62",paypal,0,2.0,no,Web,2025,Libros,Ensayo Prisma Pro,Prisma,"16,12","34,32",10.66,Comercial Atlas,340,28-octubre-2019,4.09,35.0,Casado,grado universitario,39642,0.0,0.0,13-mayo-2019,Bilbao,Norte,42.636,-8.157,Corporativo,8
49918,3ff753f9-0943-45c3-b074-c0eb2fb92ae6,P0063,19-junio-2025,1,"51,99",0.15,"44,19",tarjeta de debito,0,5.0,NO,Web,2025,Deporte,Bicicleta Zentra Max,Zentra,"34,26","72,84",10.01,Comercial Atlas,285,6-marzo-2021,4.84,38.0,divorciado,bachillerato,42471,0.0,0.0,30-junio-2022,Murcia,Sur,37.778,-6.491,VIP,6
49919,80738dd8-c318-4388-a026-01b26c4ac8e2,P0011,21-mayo-2025,2,"19,17",0.0,"38,35",tarjeta de debito,1,,no,Web,2025,Electronica,Tablet Prisma Pro,Prisma,"31,55","62,45",1.65,Global Supply SL,219,17-mayo-2020,5.0,19.0,CASADO,master,34103,0.0,1.0,29-abril-2018,Murcia,Sur,37.704,-7.014,Nuevo,8
49920,b3e9922b-4269-4ef8-a353-f31fa12d463a,P0069,13-octubre-2025,4,"21,98",0.15,"74,75",Tarjeta de debito,0,5.0,no,App movil,2025,Deporte,Raqueta Prisma Max,Prisma,"22,44","42,51",7.59,Distribuidora Iberia,417,26-octubre-2023,3.75,,CASADO,grado universitario,45420,0.0,1.0,27-agosto-2020,Valencia,Este,37.363,-2.458,VIP,4
49921,8227cd52-2c2a-4341-a853-e49fa1081ad8,P0038,16-febrero-2025,1,"8,62",0.1,"7,76",Transferencia,1,4.0,no,Web,2025,Ropa,Camiseta Vantia Pro,Vantia,"22,67","42,57",6.42,Distribuidora Iberia,368,2-noviembre-2023,3.54,,casado,bachillerato,27125,0.0,1.0,2-agosto-2019,Vigo,Norte,42.53,-7.043,Corporativo,17
49922,e80083f5-112e-4ff9-9ea0-b09274d2eebb,P0071,2-enero-2025,2,"15,84",0.1,"28,52",Tarjeta de debito,1,5.0,si,Tienda fisica,2025,Deporte,Casco Lumen Pro,Lumen,"5,24","9,70",5.45,Global Supply SL,409,3-julio-2019,3.42,55.0,SOLTERO,grado universitario,48845,0.0,0.0,20-agosto-2021,Valencia,Este,41.518,-6.444,Recurrente,13
49923,a4a392d4-60b3-42b5-b3a5-a5d517663a05,P0033,15-mayo-2025,3,"59,02",0.3,"123,94",Tarjeta de debito,0,4.0,NO,Web,2025,Hogar,Silla Nova Max,Nova,"6,78","11,26",10.56,Comercial Atlas,444,19-enero-2021,3.5,31.0,Divorciado,grado universitario,51909,1.0,0.0,24-febrero-2021,Granada,Sur,37.774,-1.864,Nuevo,3
49924,2bc6ca2a-8cec-4749-953b-987d8589de44,P0017,11-agosto-2025,4,"18,81",0.05,"71,46",paypal,0,5.0,no,Web,2025,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,46.0,Divorciado,basico,46026,0.0,0.0,12-marzo-2022,Valencia,Este,36.899,-2.273,Recurrente,14
49925,a24ab33d-52af-4aee-8083-24f7b227b9af,P0012,7-mayo-2025,2,"144,41",0.15,"245,50",Tarjeta de credito,0,5.0,SI,Tienda fisica,2025,Electronica,Tablet Nova Max,Nova,"52,99","69,30",9.28,Global Supply SL,88,6-junio-2019,3.92,20.0,casado,grado universitario,43916,1.0,0.0,18-octubre-2018,Barcelona,Este,36.249,-0.95,Recurrente,15
49926,17662b76-6733-4fb1-980f-3718fd98d30e,P0070,26-septiembre-2025,3,"102,44",0.0,"307,33",PAYPAL,0,,no,Marketplace,2025,Deporte,Casco Vantia Basic,Vantia,"24,43","51,88",2.52,Global Supply SL,424,20-mayo-2021,2.87,38.0,soltero,bachillerato,53823,0.0,1.0,14-enero-2022,Zaragoza,Centro,40.194,-4.871,Nuevo,5
49927,59e11ebe-522f-408a-9a5b-43bdb854960f,P0024,24-septiembre-2025,1,"12,70",0.05,"12,06",TARJETA DE CREDITO,1,5.0,NO,Tienda fisica,2025,Hogar,Cafetera Zentra Max,Zentra,"13,33","25,20",0.76,Distribuidora Iberia,20,26-octubre-2021,4.1,38.0,Casado,master,39430,1.0,0.0,2-febrero-2019,Valencia,Este,36.349,-1.89,Nuevo,9
49928,332519b4-657d-4d9a-8769-20a49c02b2ed,P0040,19-marzo-2025,1,"24,49",0.15,"20,82",Transferencia,1,,NO,Tienda fisica,2025,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,27.0,soltero,master,28876,0.0,0.0,13-junio-2018,Madrid,Centro,41.296,-4.156,VIP,7
49929,9b215065-6c93-4d47-a901-1b8d838bcad1,P0012,2-octubre-2025,1,"94,48",0.0,"94,48",tarjeta de credito,0,4.0,NO,Web,2025,Electronica,Tablet Nova Max,Nova,"52,99","69,30",9.28,Global Supply SL,88,6-junio-2019,3.92,59.0,divorciado,bachillerato,38360,1.0,0.0,27-mayo-2022,Malaga,Sur,38.675,0.937,Nuevo,5
49930,10509d8d-f69b-4796-8dd5-d502ee43707e,P0042,2-agosto-2025,2,"78,81",0.05,"149,75",tarjeta de credito,0,,NO,App movil,2025,Ropa,Pantalon Norte&Co Max,Norte&Co,"9,93","13,24",2.95,Distribuidora Iberia,297,12-marzo-2021,4.24,52.0,Casado,doctorado,29673,1.0,0.0,19-junio-2019,Sevilla,Sur,42.325,-4.509,Nuevo,10
49931,7ca3bf6c-90c7-41ae-983f-81c757c9fedd,P0036,27-julio-2025,4,"104,42",0.05,"396,80",tarjeta de debito,1,4.0,no,Web,2025,Hogar,Estanteria Norte&Co Max,Norte&Co,"14,61","31,58",7.15,Norte Logistica,409,9-enero-2019,4.82,58.0,SOLTERO,grado universitario,50721,1.0,0.0,25-abril-2022,Malaga,Sur,40.922,-5.525,Recurrente,14
49932,d279844a-a474-4ff0-9134-c0de5e845893,P0067,12-septiembre-2025,3,"42,04",0.05,"119,82",tarjeta de credito,0,5.0,NO,Tienda fisica,2025,Deporte,Raqueta Vantia Basic,Vantia,"25,61","36,45",8.06,Norte Logistica,11,20-julio-2021,4.07,,Soltero,master,32735,0.0,0.0,5-diciembre-2021,Bilbao,Norte,43.455,-3.225,VIP,4
49933,12dc05ea-d77d-4ea1-8c74-1ce1c8d0eecc,P0055,23-noviembre-2025,3,"112,25",0.1,"303,06",tarjeta de credito,0,3.0,NO,Web,2025,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,35.0,casado,basico,23726,1.0,0.0,30-diciembre-2020,Murcia,Sur,40.582,-8.908,Corporativo,9
49934,c3a7239b-70f2-4897-9540-5ca3e00f61a6,P0009,25-noviembre-2025,3,"50,79",0.1,"137,13",tarjeta de debito,1,5.0,NO,Web,2025,Electronica,Portatil Kore Max,Kore,"13,97","18,53",8.96,Global Supply SL,23,15-diciembre-2021,3.84,53.0,Casado,master,54500,0.0,0.0,14-mayo-2022,Madrid,Centro,39.046,-1.983,Recurrente,10
49935,7e87f290-8e96-44f9-b2d7-0fdf9ab752ca,P0044,30-mayo-2025,3,"47,17",0.0,"141,50",Tarjeta de credito,1,4.0,SI,App movil,2025,Ropa,Chaqueta Zentra Pro,Zentra,"43,15","78,75",9.39,Global Supply SL,144,27-octubre-2023,3.08,44.0,SOLTERO,master,37618,0.0,0.0,8-mayo-2019,Vigo,Norte,37.24,-7.703,Recurrente,6
