order_id,id_cliente,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,año_ventas,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes,precio_unitario_wz,importe_total_wz,mes_ventas
37081,18de0979-1a7d-4a97-8883-7302b1bf7103,P0052,2024-05-19,3,28.16,0.0,84.48,tarjeta de credito,si,4.0,no,web,2024,ropa,Gorra Kore Basic,kore,7.58,12.24,8.29,global supply sl,282,2019-05-22,4.95,27.0,casado,master,50592,no,si,2020-06-28,bilbao,norte,41.478,-3.46,recurrente,7,28.16,84.48,5
37082,793c32f2-d8d6-48fb-afb6-4bfcd4ee03af,P0080,2024-10-28,1,33.66,0.05,31.98,transferencia,no,4.0,no,tienda fisica,2024,libros,Ensayo Prisma Pro,prisma,16.12,34.32,10.66,comercial atlas,340,2019-10-28,4.09,39.0,soltero,grado universitario,37538,si,no,2020-12-02,vigo,norte,36.366,1.005,recurrente,6,33.66,31.98,10
37083,48f4c312-78ae-4d77-ac26-61fe48fad20a,P0037,2024-12-29,1,74.73,0.0,74.73,tarjeta de credito,no,3.0,no,app movil,2024,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,31.0,divorciado,doctorado,75691,no,no,2020-04-19,barcelona,este,41.988,0.886,nuevo,9,74.73,74.73,12
37084,4932808a-8b14-4aef-b921-3f76531e2c20,P0080,2024-01-09,4,50.86,0.05,193.26,paypal,si,4.0,si,marketplace,2024,libros,Ensayo Prisma Pro,prisma,16.12,34.32,10.66,comercial atlas,340,2019-10-28,4.09,39.0,casado,master,29138,si,no,2020-07-26,zaragoza,centro,37.205,-1.861,corporativo,6,50.86,193.26,1
37085,0a8221af-4734-4860-a4e0-9ad05718ddf1,P0002,2024-11-13,1,36.09,0.1,32.48,tarjeta de debito,si,3.0,no,web,2024,electronica,Auriculares Urbanix Pro,urbanix,47.97,77.93,11.86,global supply sl,392,2019-03-08,3.29,49.0,divorciado,grado universitario,80588,si,no,2022-04-12,malaga,sur,41.84,0.132,corporativo,10,36.09,32.48,11
37086,a4fe0e01-aec7-4150-bdd0-2400a18a0303,P0087,2024-01-12,2,91.84,0.0,183.67,tarjeta de credito,no,4.0,no,web,2024,libros,Manual Zentra Max,zentra,18.46,28.12,5.61,distribuidora iberia,365,2021-05-10,4.78,18.0,soltero,grado universitario,25131,no,no,2021-08-01,barcelona,este,42.421,0.868,recurrente,6,91.84,183.67,1
37087,bee7f0eb-e247-4aa2-b2bf-15d190f77387,P0042,2024-07-03,3,76.01,0.0,228.02,tarjeta de debito,no,3.0,no,tienda fisica,2024,ropa,Pantalon Norte&Co Max,norte&co,9.93,13.24,2.95,distribuidora iberia,297,2021-03-12,4.24,42.0,casado,doctorado,41857,no,no,2019-06-11,bilbao,norte,41.288,-2.109,vip,12,76.01,228.02,7
37088,c5277301-6790-4ebf-abbd-65c0e73e7090,P0035,2024-09-04,1,90.82,0.1,81.73,tarjeta de credito,no,3.0,no,tienda fisica,2024,hogar,Estanteria Vantia Pro,vantia,39.24,80.25,1.56,distribuidora iberia,181,2023-02-18,4.9,43.0,soltero,basico,34726,no,no,,valencia,este,41.023,-3.461,recurrente,15,90.82,81.73,9
37089,341125e8-ef0c-46b5-9281-19945138355d,P0072,2024-08-02,4,119.78,0.05,455.17,tarjeta de credito,no,4.0,no,app movil,2024,deporte,Casco Norte&Co Max,norte&co,69.57,139.4,1.51,distribuidora iberia,227,2023-12-31,3.57,59.0,casado,master,72549,si,no,2018-08-23,zaragoza,centro,36.859,0.245,nuevo,11,119.78,455.17,8
37090,ebaf7b6a-728d-42d6-8815-66347d230bbe,P0074,2024-12-23,2,21.18,0.05,40.24,tarjeta de debito,no,3.0,no,app movil,2024,libros,Novela Vantia Pro,vantia,18.08,35.9,10.91,norte logistica,113,2024-04-06,4.42,33.0,casado,grado universitario,87970,no,no,2021-05-04,vigo,norte,41.893,0.412,recurrente,9,21.18,40.24,12
37091,4fe9ba5d-3daf-440c-9a9d-2535bbd1786f,P0020,2024-02-03,1,17.94,0.0,17.94,paypal,no,5.0,no,tienda fisica,2024,hogar,Aspiradora Vantia Pro,vantia,26.28,56.17,4.57,distribuidora iberia,194,2022-05-18,4.86,37.0,casado,grado universitario,35061,no,no,2022-02-20,bilbao,norte,37.241,-7.491,recurrente,7,17.94,17.94,2
37092,a46eb9e7-624a-445b-89a7-1f8fc8e49f41,P0010,2024-01-23,1,62.64,0.15,53.24,paypal,no,2.0,no,app movil,2024,electronica,Tablet Lumen Basic,lumen,23.59,38.51,8.4,norte logistica,196,2022-04-27,2.89,41.0,soltero,master,54091,si,no,2022-01-07,sevilla,sur,39.73,-1.637,recurrente,14,62.64,53.24,1
37093,606e7c09-45b7-4a6f-9049-51324cb89671,P0018,2024-02-24,2,48.99,0.0,97.98,tarjeta de credito,no,5.0,no,web,2024,electronica,Camara Kore Max,kore,55.21,113.73,3.38,norte logistica,429,2020-06-20,3.14,39.0,casado,bachillerato,79419,no,no,2019-01-31,vigo,norte,40.823,-8.645,recurrente,13,48.99,97.98,2
37094,b1922d40-99f6-4072-9ad4-4bb893ea2321,P0050,2024-02-11,1,17.36,0.1,15.62,paypal,no,4.0,no,app movil,2024,ropa,Vestido Lumen Pro,lumen,44.64,72.23,0.69,comercial atlas,335,2022-05-26,4.72,40.0,casado,grado universitario,40849,no,si,2022-05-23,vigo,norte,43.121,-3.529,corporativo,5,17.36,15.62,2
37095,7229dce0-9e12-4fea-9011-7baa1696dfe9,P0001,2024-11-17,1,63.54,0.0,63.54,tarjeta de credito,no,5.0,no,web,2024,electronica,Auriculares Urbanix Basic,urbanix,26.73,45.7,9.6,global supply sl,383,2020-05-31,3.6,23.0,soltero,bachillerato,42095,no,si,2018-07-08,vigo,norte,41.063,-6.768,corporativo,9,63.54,63.54,11
37096,d38d1d1c-1043-4366-a0eb-6f7ef3b5aa0c,P0066,2024-06-01,1,104.92,0.0,104.92,contrareembolso,si,4.0,no,web,2024,deporte,Esterilla Vantia Max,vantia,10.97,22.49,10.34,comercial atlas,153,2019-02-24,4.95,40.0,divorciado,bachillerato,24838,no,no,2021-06-21,sevilla,sur,42.092,-2.29,recurrente,13,104.92,104.92,6
37097,5e970aa8-9603-4c82-aac5-36eb728e1e2a,P0037,2024-10-10,2,34.58,0.1,62.24,contrareembolso,no,3.0,no,app movil,2024,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,49.0,divorciado,master,71362,si,no,2018-03-31,murcia,sur,39.822,2.158,recurrente,10,34.58,62.24,10
37098,a443d113-675b-4fbe-9f61-4ead1449a25c,P0049,2024-04-24,1,22.8,0.0,22.8,tarjeta de credito,no,4.0,no,app movil,2024,ropa,Vestido Norte&Co Basic,norte&co,34.23,62.87,2.38,norte logistica,488,2021-07-07,3.44,30.0,casado,desconocido,40722,no,no,2020-08-05,vigo,norte,41.807,-2.521,vip,11,22.8,22.8,4
37099,50cef706-3011-488c-8d22-1d2efdfc4c6f,P0027,2024-09-18,1,56.68,0.0,56.68,contrareembolso,no,4.0,no,web,2024,hogar,Sarten Urbanix Max,urbanix,13.51,20.31,2.2,global supply sl,309,2021-05-18,3.36,39.0,soltero,master,47026,si,no,2018-10-09,valencia,este,36.45,-5.693,recurrente,6,56.68,56.68,9
37100,07895682-bd8b-4bfa-b6b6-5c257cc1096d,P0029,2024-11-29,3,36.91,0.0,110.72,tarjeta de debito,si,3.0,no,marketplace,2024,hogar,Lampara Nova Pro,nova,42.03,60.31,7.27,comercial atlas,396,2024-02-15,3.86,71.0,divorciado,bachillerato,74641,si,no,2018-02-07,granada,sur,40.423,-1.508,recurrente,3,36.91,110.72,11
37101,9e4b2754-0ac8-4ce1-ba0f-ba89ff767f0e,P0013,2024-07-31,3,33.3,0.1,89.92,tarjeta de debito,no,4.0,no,tienda fisica,2024,electronica,Smartwatch Prisma Basic,prisma,23.15,46.14,7.79,norte logistica,52,2021-02-16,3.56,39.0,casado,desconocido,80582,no,no,2019-03-19,malaga,sur,41.829,-8.057,recurrente,6,33.3,89.92,7
37102,43ff0d5d-2f40-4086-8648-3c608569df30,P0042,2024-04-20,5,107.56,0.05,510.9,tarjeta de debito,no,4.0,no,tienda fisica,2024,ropa,Pantalon Norte&Co Max,norte&co,9.93,13.24,2.95,distribuidora iberia,297,2021-03-12,4.24,40.0,casado,master,37717,no,no,2020-02-28,vigo,norte,39.649,1.009,vip,8,107.56,503.0609000000002,4
37103,d4e574c8-4609-4b3f-bb69-0651e9a1ac0a,P0072,2024-12-04,2,22.96,0.0,45.91,tarjeta de debito,no,4.0,no,tienda fisica,2024,deporte,Casco Norte&Co Max,norte&co,69.57,139.4,1.51,distribuidora iberia,227,2023-12-31,3.57,18.0,casado,grado universitario,54275,no,no,2021-10-12,granada,sur,41.413,-0.452,recurrente,6,22.96,45.91,12
37104,7487f29c-95f3-4781-9e3f-7527ede8bcf1,P0035,2024-04-21,3,31.94,0.05,91.02,tarjeta de debito,no,4.0,no,tienda fisica,2024,hogar,Estanteria Vantia Pro,vantia,39.24,80.25,1.56,distribuidora iberia,181,2023-02-18,4.9,22.0,soltero,basico,64587,no,si,2021-09-21,vigo,norte,39.774,1.799,corporativo,10,31.94,91.02,4
37105,4a38657a-46b9-4d21-afd2-b13b7dc3e9f5,P0069,2024-08-22,1,16.31,0.0,16.31,tarjeta de credito,no,4.0,no,web,2024,deporte,Raqueta Prisma Max,prisma,22.44,42.51,7.59,distribuidora iberia,417,2023-10-26,3.75,33.0,soltero,desconocido,44677,si,no,2020-02-09,vigo,norte,42.602,-3.865,vip,8,16.31,16.31,8
37106,99538a85-8d57-4da9-b44e-2f064b6c85a2,P0087,2024-08-10,1,76.0,0.0,76.0,tarjeta de credito,si,3.0,no,web,2024,libros,Manual Zentra Max,zentra,18.46,28.12,5.61,distribuidora iberia,365,2021-05-10,4.78,36.0,casado,basico,48988,no,no,2020-08-03,murcia,sur,39.927,-1.414,nuevo,4,76.0,76.0,8
37107,42181877-ad27-4ace-926a-bc1fdfac679e,P0013,2024-09-24,3,8.16,0.0,24.49,tarjeta de credito,no,5.0,no,app movil,2024,electronica,Smartwatch Prisma Basic,prisma,23.15,46.14,7.79,norte logistica,52,2021-02-16,3.56,66.0,soltero,grado universitario,41831,si,si,2019-09-14,bilbao,norte,37.13,-8.704,recurrente,9,8.16,24.49,9
37108,6ffa6b57-dffd-4ece-8e12-ac746fbef30a,P0075,2024-03-16,3,60.84,0.05,173.4,tarjeta de credito,no,3.0,no,tienda fisica,2024,libros,Novela Urbanix Max,urbanix,29.98,39.74,10.5,comercial atlas,79,2019-01-28,2.66,24.0,soltero,grado universitario,62682,no,no,2020-07-23,murcia,sur,42.627,-8.729,recurrente,11,60.84,173.4,3
37109,80968703-9013-400f-b4b5-d4e924153ee8,P0081,2024-07-24,4,74.8,0.1,269.3,contrareembolso,no,5.0,no,tienda fisica,2024,libros,Ensayo Norte&Co Max,norte&co,79.32,110.99,2.28,global supply sl,339,2019-08-23,2.63,35.0,casado,grado universitario,32682,no,no,2021-02-26,barcelona,este,36.875,-7.066,recurrente,7,74.8,269.3,7
37110,7e2a34bd-6d6b-45dd-b5e0-18364999e2b9,P0082,2024-02-29,1,45.33,0.0,45.33,paypal,no,4.0,no,web,2024,libros,Biografia Zentra Basic,zentra,7.0,12.59,4.19,norte logistica,441,2021-02-23,4.61,43.0,casado,grado universitario,57100,si,no,2018-01-24,barcelona,este,43.325,-1.842,recurrente,5,45.33,45.33,2
37111,9a1c92b4-eae0-4dfe-892d-8372338b42a0,P0005,2024-01-29,1,35.41,0.0,35.41,tarjeta de debito,si,3.0,no,web,2024,electronica,Smartphone Zentra Pro,zentra,17.49,26.0,1.69,norte logistica,387,2021-01-30,3.95,40.0,divorciado,basico,47536,si,no,2019-01-20,vigo,norte,37.333,-6.868,vip,13,35.41,35.41,1
37112,5fbedd32-ba57-4945-ac7f-f22eb71dce31,P0007,2024-12-21,4,76.82,0.05,291.92,tarjeta de credito,no,4.0,no,web,2024,electronica,Portatil Kore Basic,kore,52.09,83.96,1.32,norte logistica,85,2020-07-20,4.39,45.0,soltero,grado universitario,51345,no,si,2020-03-23,madrid,centro,37.336,-2.641,nuevo,8,76.82,291.92,12
37113,6ea2a044-cf08-4315-b11c-892080e89047,P0042,2024-05-19,2,90.94,0.0,181.87,transferencia,no,2.0,no,tienda fisica,2024,ropa,Pantalon Norte&Co Max,norte&co,9.93,13.24,2.95,distribuidora iberia,297,2021-03-12,4.24,65.0,casado,grado universitario,36103,no,no,2020-01-11,zaragoza,centro,41.557,-2.879,vip,2,90.94,181.87,5
37114,8fe9a3d2-a0b5-4241-b9fc-de1e52675c7e,P0031,2024-10-08,3,48.11,0.05,137.12,tarjeta de credito,no,4.0,no,tienda fisica,2024,hogar,Silla Vantia Basic,vantia,41.97,67.5,8.58,comercial atlas,301,2022-07-25,3.28,48.0,casado,bachillerato,33413,no,no,2021-06-20,barcelona,este,37.866,-2.229,recurrente,9,48.11,137.12,10
37115,2d298a8f-768a-455c-a81d-89d36638a445,P0056,2024-01-27,1,72.46,0.05,68.83,tarjeta de credito,no,3.0,no,web,2024,deporte,Balon Zentra Pro,zentra,13.5,18.87,4.89,global supply sl,381,2023-12-24,3.86,44.0,casado,basico,30028,si,si,2022-12-23,granada,sur,36.318,-4.895,nuevo,7,72.46,68.83,1
37116,50bc3be8-17a0-4f1d-b5ea-464647064ceb,P0069,2024-09-08,4,210.04,0.05,798.16,paypal,no,4.0,no,web,2024,deporte,Raqueta Prisma Max,prisma,22.44,42.51,7.59,distribuidora iberia,417,2023-10-26,3.75,41.0,casado,basico,26412,si,no,2021-12-12,malaga,sur,37.085,-2.221,nuevo,10,177.66040000000007,503.0609000000002,9
37117,84700cd2-6706-42de-bab7-333edea4551b,P0073,2024-05-14,2,34.66,0.0,69.32,paypal,no,5.0,no,web,2024,libros,Novela Lumen Basic,lumen,91.69,157.59,3.13,comercial atlas,263,2019-09-12,4.47,33.0,casado,master,24064,no,si,2020-05-31,zaragoza,centro,42.533,-7.908,corporativo,12,34.66,69.32,5
37118,e806718b-88c0-4318-b3fa-e78263a52038,P0024,2024-11-21,1,31.29,0.05,29.72,tarjeta de debito,no,4.0,no,web,2024,hogar,Cafetera Zentra Max,zentra,13.33,25.2,0.76,distribuidora iberia,20,2021-10-26,4.1,18.0,divorciado,grado universitario,36279,si,no,2021-01-18,bilbao,norte,39.321,2.565,recurrente,4,31.29,29.72,11
37119,d2141e6f-9cce-4792-933c-eb5b45a8c6b5,P0012,2024-11-12,3,64.28,0.1,173.55,tarjeta de debito,si,5.0,no,app movil,2024,electronica,Tablet Nova Max,nova,52.99,69.3,9.28,global supply sl,88,2019-06-06,3.92,34.0,casado,grado universitario,26860,si,si,2019-11-30,barcelona,este,43.238,-8.444,nuevo,9,64.28,173.55,11
37120,04266745-c509-4bd8-84c8-0fed665b561e,P0083,2024-04-26,2,35.3,0.05,67.06,paypal,si,4.0,no,app movil,2024,libros,Biografia Kore Pro,kore,9.96,21.61,6.89,comercial atlas,450,2019-12-26,3.52,20.0,casado,bachillerato,38129,no,si,2020-08-13,vigo,norte,41.955,-1.97,nuevo,6,35.3,67.06,4
37121,d6f840bb-d71a-4e87-8985-6c00546a1fb8,P0033,2024-01-18,3,50.52,0.0,151.56,paypal,si,5.0,no,marketplace,2024,hogar,Silla Nova Max,nova,6.78,11.26,10.56,comercial atlas,444,2021-01-19,3.5,18.0,casado,basico,25067,si,no,2019-02-26,murcia,sur,43.062,-0.483,corporativo,7,50.52,151.56,1
37122,656fb0fc-870a-4c39-be8b-fe0c94142639,P0031,2024-06-01,1,75.13,0.05,71.37,paypal,no,5.0,si,app movil,2024,hogar,Silla Vantia Basic,vantia,41.97,67.5,8.58,comercial atlas,301,2022-07-25,3.28,45.0,casado,bachillerato,40142,no,si,2022-10-17,granada,sur,39.678,-3.046,nuevo,6,75.13,71.37,6
37123,a0df0a1a-57e2-40bd-af50-b49f21198d3d,P0043,2024-09-26,3,74.46,0.0,223.37,tarjeta de credito,no,2.0,no,tienda fisica,2024,ropa,Chaqueta Kore Basic,kore,33.61,47.03,2.94,comercial atlas,39,2022-07-28,2.97,40.0,casado,master,59608,no,no,2020-01-31,zaragoza,centro,39.248,-5.903,nuevo,7,74.46,223.37,9
37124,14ae2607-5785-4b12-863e-9605a66192f2,P0010,2024-04-22,2,75.43,0.1,135.78,tarjeta de credito,no,4.0,no,tienda fisica,2024,electronica,Tablet Lumen Basic,lumen,23.59,38.51,8.4,norte logistica,196,2022-04-27,2.89,26.0,casado,bachillerato,50028,no,si,2018-09-05,barcelona,este,40.597,-4.152,nuevo,6,75.43,135.78,4
37125,8ec27aea-6752-47a2-838e-93b2939e5d4c,P0082,2024-08-11,1,113.26,0.0,113.26,paypal,no,5.0,no,app movil,2024,libros,Biografia Zentra Basic,zentra,7.0,12.59,4.19,norte logistica,441,2021-02-23,4.61,31.0,soltero,bachillerato,66128,no,si,2022-01-20,bilbao,norte,39.822,-7.742,nuevo,6,113.26,113.26,8
37126,9b167019-5166-4825-962a-9750f46a9e80,P0068,2024-04-11,1,37.9,0.1,34.11,tarjeta de debito,no,3.0,no,app movil,2024,deporte,Raqueta Vantia Pro,vantia,39.61,84.55,6.08,distribuidora iberia,415,2023-09-05,3.36,30.0,casado,master,21603,no,si,2022-11-27,vigo,norte,39.658,-7.384,recurrente,8,37.9,34.11,4
37127,5455be8d-82ea-4a5a-9e14-c65a96761fb4,P0022,2024-10-07,1,69.71,0.1,62.74,tarjeta de credito,no,3.0,no,tienda fisica,2024,hogar,Cafetera Norte&Co Basic,norte&co,21.12,35.46,0.92,comercial atlas,399,2020-12-03,4.98,43.0,divorciado,bachillerato,38272,si,si,2019-04-05,murcia,sur,43.436,-6.15,corporativo,5,69.71,62.74,10
37128,de5489fb-3879-457b-a5fa-3eb7c117040b,P0003,2024-09-19,4,37.51,0.3,105.04,tarjeta de credito,no,4.0,no,marketplace,2024,electronica,Auriculares Nova Max,nova,49.49,98.89,8.54,global supply sl,317,2023-06-16,4.18,64.0,casado,basico,34003,no,si,2021-06-21,sevilla,sur,40.864,-8.321,nuevo,6,37.51,105.04,9
37129,d9295518-a957-4f27-b929-2eba7f669b90,P0084,2024-10-01,5,79.68,0.05,378.49,paypal,si,3.0,no,tienda fisica,2024,libros,Biografia Nova Max,nova,15.12,22.78,10.89,global supply sl,154,2023-05-12,4.74,32.0,soltero,grado universitario,63554,si,si,2022-08-20,zaragoza,centro,38.595,2.043,nuevo,4,79.68,378.49,10
37130,df3dad82-753a-4899-b69a-abedbef64df1,P0015,2024-06-02,1,63.27,0.1,56.94,transferencia,no,5.0,no,tienda fisica,2024,electronica,Smartwatch Urbanix Max,urbanix,60.02,109.39,11.24,norte logistica,311,2019-09-15,4.12,40.0,divorciado,bachillerato,48625,si,no,2019-05-17,murcia,sur,39.36,-2.832,nuevo,8,63.27,56.94,6
37131,5636eb98-b56a-4330-814c-4840f0b36621,P0079,2024-03-09,1,12.4,0.1,11.16,tarjeta de debito,si,3.0,no,web,2024,libros,Ensayo Urbanix Basic,urbanix,24.21,48.33,4.65,comercial atlas,402,2022-09-23,4.84,28.0,casado,grado universitario,45778,no,no,2022-08-28,sevilla,sur,36.477,0.961,recurrente,6,12.4,11.16,3
37132,52283255-f1c0-4945-90e3-5dca85f49095,P0027,2024-02-29,1,46.17,0.0,46.17,transferencia,si,5.0,si,tienda fisica,2024,hogar,Sarten Urbanix Max,urbanix,13.51,20.31,2.2,global supply sl,309,2021-05-18,3.36,40.0,casado,grado universitario,43434,si,si,2019-01-06,valencia,este,36.402,-2.898,nuevo,10,46.17,46.17,2
37133,215ee9e8-ff81-4ce9-a433-d0c664574f42,P0018,2024-06-01,1,13.15,0.0,13.15,tarjeta de credito,no,4.0,no,app movil,2024,electronica,Camara Kore Max,kore,55.21,113.73,3.38,norte logistica,429,2020-06-20,3.14,45.0,casado,grado universitario,39055,si,no,2021-11-24,murcia,sur,40.167,0.015,nuevo,10,13.15,13.15,6
37134,b4fa2f4f-fafa-49bd-bfde-813511d776a6,P0045,2024-11-03,3,22.67,0.05,64.61,tarjeta de debito,si,5.0,no,web,2024,ropa,Chaqueta Norte&Co Max,norte&co,26.67,38.64,3.97,distribuidora iberia,321,2019-06-16,4.69,44.0,casado,basico,39999,no,no,2020-11-13,vigo,norte,37.761,-7.741,corporativo,9,22.67,64.61,11
37135,5500a0a3-ddc8-437f-b527-db7465e89d9d,P0041,2024-01-08,2,23.24,0.05,44.16,tarjeta de debito,si,3.0,no,web,2024,ropa,Pantalon Norte&Co Pro,norte&co,9.76,17.78,10.36,norte logistica,336,2023-10-03,4.72,51.0,casado,bachillerato,52030,no,no,2022-11-12,zaragoza,centro,43.036,-3.864,recurrente,10,23.24,44.16,1
37136,b8b869af-3c32-4cd9-828b-2494abd4d5a5,P0080,2024-09-24,1,83.39,0.0,83.39,tarjeta de credito,no,5.0,no,web,2024,libros,Ensayo Prisma Pro,prisma,16.12,34.32,10.66,comercial atlas,340,2019-10-28,4.09,51.0,casado,basico,35022,no,no,2020-07-25,sevilla,sur,39.972,-4.983,nuevo,11,83.39,83.39,9
37137,09e08ed5-98bc-45ad-9680-487944ed83f2,P0034,2024-08-23,4,36.32,0.3,101.68,paypal,no,5.0,no,tienda fisica,2024,hogar,Estanteria Nova Basic,nova,13.94,26.26,5.83,comercial atlas,197,2023-09-24,3.68,33.0,soltero,master,21030,no,no,2019-11-23,barcelona,este,37.346,-8.903,nuevo,7,36.32,101.68,8
37138,61290424-92d4-4401-bb2b-4a0fd6e6d35c,P0078,2024-09-04,3,28.49,0.0,85.47,transferencia,si,5.0,no,tienda fisica,2024,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,31.0,divorciado,grado universitario,38032,no,no,2021-03-18,madrid,centro,38.857,-0.533,nuevo,11,28.49,85.47,9
37139,feed2f11-2ef0-4473-b141-aba42b5bd5c7,P0058,2024-03-15,1,64.64,0.1,58.18,tarjeta de debito,no,4.0,no,app movil,2024,deporte,Mancuernas Vantia Basic,vantia,49.34,81.74,8.93,distribuidora iberia,341,2019-09-04,3.35,46.0,casado,master,43721,no,si,2022-10-18,sevilla,sur,40.927,-5.824,nuevo,5,64.64,58.18,3
37140,ab999d96-da21-417c-aa67-90757a56ca76,P0024,2024-04-15,4,53.4,0.0,213.61,contrareembolso,no,4.0,no,app movil,2024,hogar,Cafetera Zentra Max,zentra,13.33,25.2,0.76,distribuidora iberia,20,2021-10-26,4.1,29.0,divorciado,bachillerato,36597,si,no,2018-11-27,barcelona,este,38.42,-6.731,nuevo,7,53.4,213.61,4
37141,ad425e4f-4452-43f7-b87a-19bb41ee8975,P0037,2024-12-17,1,49.64,0.0,49.64,paypal,si,5.0,no,web,2024,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,41.0,soltero,master,35212,si,no,2018-05-05,sevilla,sur,36.064,-0.605,corporativo,11,49.64,49.64,12
37142,1af9900a-2d0f-451b-a8ac-b6bfde0f56c2,P0076,2024-06-06,1,48.82,0.0,48.82,tarjeta de credito,si,1.0,no,app movil,2024,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,38.0,soltero,master,64345,no,no,2021-01-20,vigo,norte,38.719,1.187,recurrente,3,48.82,48.82,6
37143,bbd3c78b-757f-4fd4-825f-b8a284b79346,P0037,2024-05-17,2,46.22,0.0,92.45,paypal,no,5.0,no,marketplace,2024,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,49.0,casado,doctorado,73716,no,si,2021-08-08,sevilla,sur,41.353,-0.743,recurrente,4,46.22,92.45,5
37144,2cad3024-a221-4c2a-a9d7-1d3021823811,P0015,2024-06-25,1,72.99,0.0,72.99,tarjeta de debito,no,4.0,no,web,2024,electronica,Smartwatch Urbanix Max,urbanix,60.02,109.39,11.24,norte logistica,311,2019-09-15,4.12,43.0,soltero,master,24492,no,si,2020-09-29,bilbao,norte,37.864,-2.579,recurrente,10,72.99,72.99,6
37145,d1f13908-930a-4006-82c8-13342c9c6e13,P0045,2024-02-24,1,21.04,0.0,21.04,tarjeta de credito,no,5.0,no,tienda fisica,2024,ropa,Chaqueta Norte&Co Max,norte&co,26.67,38.64,3.97,distribuidora iberia,321,2019-06-16,4.69,46.0,casado,master,53121,si,si,2022-04-25,bilbao,norte,41.029,-6.691,recurrente,13,21.04,21.04,2
37146,a8b2dc42-b0d7-4981-a7d4-e928814e2305,P0023,2024-05-02,5,23.75,0.15,100.96,transferencia,no,5.0,no,web,2024,hogar,Cafetera Nova Pro,nova,12.56,24.24,6.49,comercial atlas,200,2022-09-01,4.84,45.0,soltero,bachillerato,27858,si,si,2022-03-20,sevilla,sur,41.523,-6.081,nuevo,11,23.75,100.96,5
37147,fc0f4329-b0cc-491d-9ced-07aee0f38736,P0028,2024-04-03,3,20.51,0.0,61.54,tarjeta de credito,no,2.0,no,app movil,2024,hogar,Lampara Vantia Basic,vantia,8.2,14.22,9.66,comercial atlas,165,2024-04-13,2.86,40.0,soltero,grado universitario,54914,si,no,2019-06-05,madrid,centro,37.827,-5.821,nuevo,13,20.51,61.54,4
37148,9a064006-651a-4008-aae9-97106b37b29c,P0048,2024-08-03,3,124.59,0.05,355.09,tarjeta de debito,si,3.0,no,app movil,2024,ropa,Zapatillas Prisma Max,prisma,19.15,37.77,11.98,global supply sl,98,2023-09-15,4.43,42.0,soltero,desconocido,25406,no,no,2022-11-20,valencia,este,36.36,3.181,recurrente,7,124.59,355.09,8
37149,6289fb74-0d12-4d29-8e69-eaefb55f97b4,P0069,2024-10-15,2,70.87,0.05,134.66,tarjeta de credito,no,5.0,no,app movil,2024,deporte,Raqueta Prisma Max,prisma,22.44,42.51,7.59,distribuidora iberia,417,2023-10-26,3.75,55.0,casado,master,54949,no,no,2020-02-26,murcia,sur,41.085,0.363,nuevo,10,70.87,134.66,10
37150,9a0472fb-5ee3-4987-a9ca-614cfe4e6360,P0047,2024-11-10,1,33.47,0.3,23.43,contrareembolso,no,5.0,no,tienda fisica,2024,ropa,Zapatillas Nova Pro,nova,80.97,119.17,11.8,distribuidora iberia,181,2020-10-22,4.27,42.0,soltero,master,32487,si,no,2018-10-06,bilbao,norte,39.999,1.125,corporativo,2,33.47,23.43,11
37151,771f6c59-4be6-4da7-9a93-4aefdf7f1d64,P0082,2024-10-09,2,66.03,0.15,112.25,tarjeta de credito,no,4.0,no,app movil,2024,libros,Biografia Zentra Basic,zentra,7.0,12.59,4.19,norte logistica,441,2021-02-23,4.61,41.0,soltero,grado universitario,31514,no,no,2018-03-05,bilbao,norte,40.991,1.834,recurrente,9,66.03,112.25,10
37152,a73392b1-ef02-41ec-8af3-5c1b40a3c417,P0054,2024-06-23,2,16.9,0.0,33.81,tarjeta de debito,no,4.0,no,web,2024,ropa,Gorra Lumen Max,lumen,32.42,49.51,2.98,distribuidora iberia,285,2022-09-07,4.01,22.0,casado,basico,39624,no,no,2020-07-11,malaga,sur,43.255,0.847,vip,9,16.9,33.81,6
